Persona_Id,Tipo_Persona_Id,Sucursal_Oficial,Zona_Oficial,Territorio_Oficial,Sexo,Estdo_Civil,Pais,Provincia,Profesion,LEGALES97,LEGALES98,LEGALES998,Convenio_Desc,Dependencia_Principal_Id,Categoria_Laboral,Dependencia_Desc,Ind_Vto_Min_Dia_Acred_Haberes,Ind_Vto_Max_Dia_Acred_Haberes,Renueva_Contrato,Segmento_Convenio_Id,Segmento_Convenio_Desc,Tipo_Convenio_Segmento_Id,Grupo_Segmento,Comportamiento_Credito_Id,Ultimo_Grupo_Segmento,Preembozo_VI,Preembozo_MA,Preembozo_AM,Producto_VI,Producto_MA,Producto_AM,Paquete_VI,Paquete_MA,Paquete_AM,Grupo_Afinidad_VI,Grupo_Afinidad_MA,Grupo_Afinidad_AM,Tipo_Pago_VI,Tipo_Pago_MA,Tipo_Pago__AM,Forma_Pago_VI,Forma_Pago_MA,Forma_Pago_AM,UPG_VISA_12,UPG_AMEX_12,UPG_MASTER_12,UPG_VISA_6,UPG_AMEX_6,UPG_MASTER_6,RUBRO_DE_MAYOR_CONS_TC,RUBRO_DE_MAYOR_CONS_TC_3,RUBRO_DE_MAYOR_CONS_TC_6,RUBRO_DE_MAYOR_CONS_TC_12,Ind_Precancelacion_PPE,CANCELA_PPE,Ind_Precancelacion_PHI,CANCELA_PHI,Fecha_Vto_PPR_Id,Ind_Precancelacion_PPR,CANCELA_PPR,PATAGONIA_ANTICIPO,UTILIZA_ADELANTO_CA,RUBRO_DE_MAYOR_CONS_TD,RUBRO_DE_MAYOR_CONS_TD_3,RUBRO_DE_MAYOR_CONS_TD_6,RUBRO_DE_MAYOR_CONS_TD_12,CARTERA,EXCLUSION,SEGMENTO,SCORECARD,Situacion_BCRA_Max_6_T,MODA_SIT_1,MODA_SIT_3,MODA_SIT_6,MODA_SIT_12,tend_monto_3_signo,tend_monto_6_signo,tend_monto_12_signo,tend_Q_3_s_signo,tend_Q_6_s_signo,tend_Q_12_s_signo,TIPO_CARTERA,VINCULACION,Status
CU 0800116226871,F,205-Mar del Plata,Buenos Aires Sur,-1.000000,F,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,5205,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,,,,,,,CG,OK,MA,NO CURRENT,,default,1,1,1,,,,,,,CG,CG,1.000000
CU 0800116227601,F,044-Villa Ballester,AMBA Oeste,-1.000000,F,D,ARGENTINA,CAPITAL FEDERAL,ABOGADO,0.000000,0.000000,0.000000,UNIV NAC DE AVELLANEDA UNDAV,RECTORADO,D,UNIV NAC DE AVELLANEDA UNDAV,S,N,-1,UW,Universidades,UNI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,1.000000,SUPERMERCADOS,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800116237506,F,353-Reconquista,NEA,-1.000000,M,C,ARGENTINA,SANTA FE,OTROS,0.000000,0.000000,0.000000,PREFECTURA NAVAL ARGENTINA,RECO,AI,PREFECTURA NAVAL ARGENTINA,N,N,N,-1,Sin Informar,-1,Sin Informar,V,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116237917,F,353-Reconquista,NEA,-1.000000,M,C,ARGENTINA,SANTA FE,OTROS,0.000000,0.000000,0.000000,PREFECTURA NAVAL ARGENTINA,RECO,AP,PREFECTURA NAVAL ARGENTINA,N,N,N,-1,Sin Informar,-1,Sin Informar,V,Público,0,0,-1,VISA GOLD,MASTERCARD GOLD,-1,No Aplica,No Aplica,-1,4509,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,U,I,U,U,I,U,-1,-1,-1,-1,NO,0.000000,NO,0.000000,,NO,0.000000,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800116242399,F,206-La Plata,AMBA Sur,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800116246105,F,018-Beiro,AMBA Oeste,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,1,-1,-1,MASTERCARD INTERNACIONAL,-1,-1,No Aplica,-1,  -1,1512,-1,-1,No Informado,-1,-1,Por ventanilla,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116246410,F,147-Cabildo,Macrocentro,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago por ventanilla,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116246435,F,134-Av.Emilio Castro,AMBA Oeste,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,1,0,-1,VISA GOLD,MASTERCARD GOLD,-1,No Aplica,No Aplica,-1,4509,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,U,I,U,U,I,U,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116249761,F,296-Rosario Sur,Rosario,-1.000000,M,S,ARGENTINA,SANTA FE,JUBIL./PENS.,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,,SIN PROD CRED,,CURRENT,0.000000,,,,,,,,,,,CG,CG,0.000000
CU 0800116252667,F,348-Caseros,AMBA Oeste,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,SUPERMERCADOS,,OK,,NO CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800116256180,F,300-Mendoza Barrio Civico,Cuyo,-1.000000,M,C,ARGENTINA,MENDOZA,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116256872,F,252-S. Antonio Oeste,Viedma,-1.000000,F,S,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago minimo,-1,-1,Pago minimo de cuenta corriente,-1,-1,I,I,I,I,I,I,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,INDUMENTARIA,,,,,,,,0.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,OK,,CURRENT,0.000000,1,1,1,1,0,0,0,0,0,1,CG,CG,0.000000
CU 0800116259298,F,345-Adrogue,AMBA Sur,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116260509,F,206-La Plata,AMBA Sur,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116263602,F,342-Orán,NOA,-1.000000,M,S,ARGENTINA,SALTA,OTROS,0.000000,0.000000,0.000000,EJERCITO ARGENTINO,U2150,000000000002202,EJERCITO ARGENTINO,N,N,N,FW,Fuerzas Armadas,FFAA,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,0.000000,NO,0.000000,,NO,0.000000,0.000000,0.000000,,,,,CG,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,CG,CG,1.000000
CU 0800116276329,F,128-Moron,AMBA Oeste,-1.000000,F,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800116280609,F,255-Bariloche,Cordillera,-1.000000,M,S,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,TRONADOR SAC,01,01,TRONADOR SAC,S,S,-1,PY,Pyme,PYME,Privado,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,Privado,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116284319,F,229-Trelew,Austral,-1.000000,M,C,ARGENTINA,CHUBUT,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIN PROD CRED,,CURRENT,1.000000,,,,,,,,,,,CG,CG,0.000000
CU 0800116288081,F,701-ALTA RENTA,Microcentro,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800116288126,F,051-Escobar,Panamericana,-1.000000,M,C,ARGENTINA,BUENOS AIRES,IND.COMERCIANTE,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,,OK,,CURRENT,0.000000,,,,,,,,,,,CG,CG,0.000000
CU 0800116295081,F,256-Cinco Saltos,Alto Valle,-1.000000,F,D,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800116295283,F,256-Cinco Saltos,Alto Valle,-1.000000,F,S,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,MUNICIPALIDAD C.SALTOS,01,ADMINISTRATIVA,MUNICIPALIDAD C.SALTOS,S,N,N,WW,Organismos Publicos,ORG,Público,,Público,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4510,-1,-1,Pago minimo,-1,-1,Pago minimo de caja de ahorro,-1,-1,U,I,I,U,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,SUPERMERCADOS,,,,,,,,1.000000,1.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800116295403,F,214-Posadas,NEA,-1.000000,M,S,ARGENTINA,MISIONES,OTROS,0.000000,0.000000,0.000000,EJERCITO ARGENTINO,U2084,000000000002202,EJERCITO ARGENTINO,N,N,N,FW,Fuerzas Armadas,FFAA,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116297670,F,333-Ramos Mejia,AMBA Oeste,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800116301345,F,128-Moron,AMBA Oeste,-1.000000,F,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,PREFECTURA NAVAL ARGENTINA,SEAV,PD,SERV DE AVIACION,N,N,N,-1,Sin Informar,-1,Sin Informar,V,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,0.000000,NO,0.000000,,NO,0.000000,,,,,,,CG,OK,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116304942,F,100-Microcentro,Microcentro,-1.000000,M,C,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116305822,F,308-Suc. La Plata - Calle 44,AMBA Sur,-1.000000,M,S,ARGENTINA,CHUBUT,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,829,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,,,,,,,,0.000000,0.000000,,,,,CG,SIN UTILIZACION,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,1.000000
CU 0800116312931,F,046-Avellaneda,AMBA Sur,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,ANDREANI LOGISTICA S.A.,046,EMP,ANDREANI LOGISTICA S.A.,N,N,-1,CC,Corporate,COR,Privado,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,Privado,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116317031,F,297-Comodoro Industrial,Austral,-1.000000,F,S,ARGENTINA,CHUBUT,OTROS,0.000000,0.000000,0.000000,DOMINGUEZ ARMANDO JOSE,01,AUX ADMINISTRAT,DOMINGUEZ ARMANDO JOSE,S,S,-1,PF,Personas Físicas,PYME,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,1.000000,OTROS,OTROS,OTROS,OTROS,PS,SIN PROD CRED,Privado,CURRENT,,default,1,1,1,,,,,,,PS,PS,1.000000
CU 0800116318882,F,117-Malabia,Macrocentro,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,ANSES ASIGN X HIJO,117,,ANSES ASIGN X HIJO,N,N,-1,JW,Jubilados,JUBI,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,PS,SIN PROD CRED,Publico,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116321073,F,142-Lanus Oeste,AMBA Sur,-1.000000,F,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,-1,1,-1,-1,AMEX GOLD,-1,-1,No Aplica,  -1,-1,917,-1,-1,Pago total,-1,-1,Pago por ventanilla,I,I,I,I,I,I,AUTOMOVIL,HOGAR_ELECTRO,HOGAR_ELECTRO,HOGAR_ELECTRO,,,,,,,,,,,,,,CG,OK,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800116321102,F,106-Botanico,Macrocentro,-1.000000,F,C,ARGENTINA,BUENOS AIRES,RELAC.DEPENDEN.,0.000000,0.000000,0.000000,FERROCARRIL GRAL BELGRANO,01,,FERROCARRIL GRAL BELGRANO,S,N,-1,WW,Organismos Publicos,ORG,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,4510,5630,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,1.000000,0.000000,OTROS,OTROS,INDUMENTARIA,INDUMENTARIA,PS,OK,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800116321391,F,142-Lanus Oeste,AMBA Sur,-1.000000,M,C,ARGENTINA,BUENOS AIRES,IND.COMERCIANTE,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago total de cuenta corriente,-1,-1,I,I,I,I,I,I,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,0.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,OK,,CURRENT,0.000000,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116322346,F,131-Quilmes,AMBA Sur,-1.000000,F,C,ARGENTINA,BUENOS AIRES,AMA DE CASA,0.000000,0.000000,0.000000,PASIVOS PNA,976000-QUIL,AS,PASIVOS PNA,S,N,N,SW,Fuerzas de Seguridad,FFSS,Público,R,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,PS,SIN PROD CRED,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800116325463,F,145-San Martin,AMBA Oeste,-1.000000,M,S,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116327050,F,306-Concepcion del Uruguay,Rosario,-1.000000,M,S,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,PREFECTURA NAVAL ARGENTINA,PZBU,AP,PREFECTURA NAVAL ARGENTINA,N,N,N,-1,Sin Informar,-1,Sin Informar,V,Público,0,-1,-1,VISA GOLD,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,AUTOMOVIL,AUTOMOVIL,HOGAR_ELECTRO,HOGAR_ELECTRO,,,,,,,,0.000000,0.000000,,,,,CG,OK,MA,CURRENT,,,,,,,,,,,,CG,CG,0.000000
CU 0800116327658,F,360-Orono,Rosario,-1.000000,F,S,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,PASIVOS PNA,948000-VICT,AI,PASIVOS PNA,S,N,N,SW,Fuerzas de Seguridad,FFSS,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,SIN PROD CRED,Publico,CURRENT,,,,,,,,,,,,PS,PS,0.000000
CU 0800116328666,F,145-San Martin,AMBA Oeste,-1.000000,M,D,ARGENTINA,BUENOS AIRES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116333442,F,299-Viedma Centro,Viedma,-1.000000,F,S,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,CONSEJO DE SALUD PUBLICA,01,,CONSEJO DE SALUD PUBLICA,S,N,N,WW,Organismos Publicos,ORG,Público,,Público,-1,0,-1,-1,MASTERCARD REGIONAL,-1,-1,No Aplica,-1,  -1,5892,-1,-1,Pago minimo,-1,-1,Debito en caja de ahorro,-1,I,I,I,I,I,I,OTROS,OTROS,HOGAR_ELECTRO,HOGAR_ELECTRO,,,,,,,,1.000000,1.000000,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,PS,OK,Publico,CURRENT,,1,1,1,1,,,,,,,PS,PS,0.000000
CU 0800116336151,F,203-Santa Fe,Rosario,-1.000000,F,C,ARGENTINA,CAPITAL FEDERAL,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,AUTOMOVIL,OTROS,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116338387,F,305-Corrientes 3 de Abril,NEA,-1.000000,F,C,ARGENTINA,CORRIENTES,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,5,5,5,5,,,,,,,CG,CG,1.000000
CU 0800116340471,F,253-Villa Regina,Alto Valle,-1.000000,F,S,ARGENTINA,RIO NEGRO,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116340686,F,291-Godoy Cruz,Cuyo,-1.000000,M,C,ARGENTINA,MENDOZA,OTROS,0.000000,0.000000,0.000000,EJERCITO ARGENTINO,U2160,000000000002201,EJERCITO ARGENTINO,N,N,N,FW,Fuerzas Armadas,FFAA,Público,,Público,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,0.000000,NO,0.000000,,NO,0.000000,0.000000,0.000000,AUTOMOVIL,AUTOMOVIL,OTROS,OTROS,CG,OK,Publico,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116344245,F,293-Calafate,Austral,-1.000000,F,S,ARGENTINA,SANTA CRUZ,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,-1,1,-1,-1,MASTERCARD INTERNACIONAL,-1,-1,No Aplica,-1,  -1,1512,-1,-1,No Informado,-1,-1,Por ventanilla,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,,,,,,,CG,SIN PROD CRED,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116345603,F,267-Puerto Deseado,Austral,-1.000000,M,S,ARGENTINA,SANTA CRUZ,IND.COMERCIANTE,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,0,-1,VISA PLATINUM,MASTERCARD PLATINUM,-1,No Aplica,No Aplica,-1,9789,8336,-1,Pago total,Pago total,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,SUPERMERCADOS,,,,,,,,0.000000,0.000000,,,,,,OK,,CURRENT,0.000000,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116346908,F,050-Campana,Panamericana,-1.000000,M,S,ARGENTINA,ENTRE RIOS,OTROS,0.000000,0.000000,0.000000,EJERCITO ARGENTINO,U2121,000000000002202,EJERCITO ARGENTINO,N,N,N,FW,Fuerzas Armadas,FFAA,Público,,Público,0,0,-1,VISA CLASSIC,MASTERCARD INTERNACIONAL,-1,No Aplica,No Aplica,-1,2493,9552,-1,Pago total,Pago minimo,-1,Pago total de caja de ahorro,Debito en caja de ahorro,-1,I,I,I,I,I,I,OTROS,OTROS,HOGAR_ELECTRO,HOGAR_ELECTRO,,,,,,,,0.000000,0.000000,OTROS,OTROS,OTROS,OTROS,CG,OK,Publico,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
CU 0800116347711,F,212-Neuquen,Alto Valle,-1.000000,F,S,ARGENTINA,NEUQUEN,OTROS,0.000000,0.000000,0.000000,Sin Informar,-1,,Sin Informar,N,N,-1,-1,Sin Informar,-1,Sin Informar,,Sin Informar,0,-1,-1,VISA CLASSIC,-1,-1,No Aplica,-1,-1,4509,-1,-1,Pago total,-1,-1,Pago total de caja de ahorro,-1,-1,I,I,I,I,I,I,-1,-1,-1,-1,,,,,,,,0.000000,0.000000,,,,,CG,SIN UTILIZACION,MA,CURRENT,,1,1,1,1,,,,,,,CG,CG,0.000000
